head,relation,tail
NKT3447,targets,metastatic endometrial carcinoma
NKT3447,targets,metastatic gastric carcinoma
NKT3447,targets,human epidermal growth factor 2 negative carcinoma of breast
NKT3447,targets,metastatic endometrial cancer
NKT3447,targets,TNBC
NCT04849364,sponsored_by,"Bryan Schneider, MD"
NCT04849364,has_status,TERMINATED
NCT04849364,tests,Capecitabine
Capecitabine,has_type,DRUG
Capecitabine,classified_as,CHEMICAL
Capecitabine,targets,breast cancer
Capecitabine,targets,triple negative breast cancer
Capecitabine,targets,TNBC
NCT04849364,tests,Talazoparib
Talazoparib,has_type,DRUG
Talazoparib,classified_as,CHEMICAL
Talazoparib,targets,breast cancer
Talazoparib,targets,triple negative breast cancer
Talazoparib,targets,TNBC
NCT04849364,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,breast cancer
Pembrolizumab,targets,triple negative breast cancer
Pembrolizumab,targets,TNBC
NCT04849364,tests,Inavolisib
Inavolisib,has_type,DRUG
Inavolisib,classified_as,CHEMICAL
Inavolisib,targets,breast cancer
Inavolisib,targets,triple negative breast cancer
Inavolisib,targets,TNBC
NCT05770102,sponsored_by,Cancer Research UK
NCT05770102,has_status,RECRUITING
NCT05770102,tests,Atezolizumab
Atezolizumab,has_type,DRUG
Atezolizumab,classified_as,BIOLOGIC
Atezolizumab,targets,melanoma
Atezolizumab,targets,neoplasms by histologic type
Atezolizumab,targets,malignant neoplasm
Atezolizumab,targets,endometrial neoplasms
Atezolizumab,targets,cancer
Atezolizumab,targets,colorectal neoplasms
Atezolizumab,targets,neoplasms by site
Atezolizumab,targets,lymphoproliferative disorders
Atezolizumab,targets,malignancy
Atezolizumab,targets,solid tumours
NCT06419621,sponsored_by,Biotheus Inc.
NCT06419621,has_status,RECRUITING
NCT06419621,tests,PM8002
PM8002,has_type,DRUG
PM8002,classified_as,OTHER
PM8002,targets,triple negative breast cancer(tnbc)
PM8002,targets,TNBC
NCT06419621,tests,Nab-Paclitaxel
Nab-Paclitaxel,has_type,DRUG
Nab-Paclitaxel,classified_as,CHEMICAL
Nab-Paclitaxel,targets,triple negative breast cancer(tnbc)
Nab-Paclitaxel,targets,TNBC
NCT06419621,tests,Placebo
Placebo,has_type,DRUG
Placebo,classified_as,OTHER
Placebo,targets,triple negative breast cancer(tnbc)
Placebo,targets,TNBC
NCT04521621,sponsored_by,Merck Sharp & Dohme LLC
NCT04521621,has_status,TERMINATED
NCT04521621,tests,Gebasaxturev
Gebasaxturev,has_type,DRUG
Gebasaxturev,classified_as,OTHER
Gebasaxturev,targets,neoplasm metastasis
NCT04521621,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,neoplasm metastasis
NCT05949021,sponsored_by,"Mridula George, MD"
NCT05949021,has_status,RECRUITING
NCT05949021,tests,Combination of liposomal doxorubicin
Combination of liposomal doxorubicin,has_type,DRUG
Combination of liposomal doxorubicin,classified_as,CHEMICAL
Combination of liposomal doxorubicin,targets,triple negative breast cancer (tnbc)
Combination of liposomal doxorubicin,targets,TNBC
NCT06291064,sponsored_by,University of Chicago
NCT06291064,has_status,NOT_YET_RECRUITING
NCT06291064,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,triple negative breast cancer
Cyclophosphamide,targets,TNBC
NCT06291064,tests,Epirubicin
Epirubicin,has_type,DRUG
Epirubicin,classified_as,OTHER
Epirubicin,targets,triple negative breast cancer
Epirubicin,targets,TNBC
NCT06291064,tests,Docetaxel
Docetaxel,has_type,DRUG
Docetaxel,classified_as,CHEMICAL
Docetaxel,targets,triple negative breast cancer
Docetaxel,targets,TNBC
NCT06291064,tests,Carboplatin
Carboplatin,has_type,DRUG
Carboplatin,classified_as,CHEMICAL
Carboplatin,targets,triple negative breast cancer
Carboplatin,targets,TNBC
NCT06291064,tests,Breast Surgery
Breast Surgery,has_type,DRUG
Breast Surgery,classified_as,OTHER
Breast Surgery,targets,triple negative breast cancer
Breast Surgery,targets,TNBC
NCT06291064,tests,Capecitabine
Capecitabine,has_type,DRUG
Capecitabine,classified_as,CHEMICAL
Capecitabine,targets,triple negative breast cancer
Capecitabine,targets,TNBC
NCT05694364,sponsored_by,H. Lee Moffitt Cancer Center and Research Institute
NCT05694364,has_status,ACTIVE_NOT_RECRUITING
NCT05694364,tests,Fludarabine
Fludarabine,has_type,DRUG
Fludarabine,classified_as,OTHER
Fludarabine,targets,triple negative breast cancer malignancies
Fludarabine,targets,mantle cell lymphoma
Fludarabine,targets,chronic lymphocytic leukemia
Fludarabine,targets,diffuse large b cell lymphoma
Fludarabine,targets,acute lymphoblastic leukemia
Fludarabine,targets,TNBC
NCT05694364,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,triple negative breast cancer malignancies
Cyclophosphamide,targets,mantle cell lymphoma
Cyclophosphamide,targets,chronic lymphocytic leukemia
Cyclophosphamide,targets,diffuse large b cell lymphoma
Cyclophosphamide,targets,acute lymphoblastic leukemia
Cyclophosphamide,targets,TNBC
NCT05694364,tests,PRGN-3007
PRGN-3007,has_type,DRUG
PRGN-3007,classified_as,OTHER
PRGN-3007,targets,triple negative breast cancer malignancies
PRGN-3007,targets,mantle cell lymphoma
PRGN-3007,targets,chronic lymphocytic leukemia
PRGN-3007,targets,diffuse large b cell lymphoma
PRGN-3007,targets,acute lymphoblastic leukemia
PRGN-3007,targets,TNBC
NCT06434064,sponsored_by,Roswell Park Cancer Institute
NCT06434064,has_status,RECRUITING
NCT06434064,tests,Biopsy
Biopsy,has_type,DRUG
Biopsy,classified_as,OTHER
Biopsy,targets,locally advanced unresectable triple-negative breast carcinoma
Biopsy,targets,metastatic triple-negative breast carcinoma
Biopsy,targets,anatomic stage iii breast cancer ajcc v8
Biopsy,targets,anatomic stage iv breast cancer ajcc v8
Biopsy,targets,TNBC
NCT06434064,tests,Biospecimen Collection
Biospecimen Collection,has_type,DRUG
Biospecimen Collection,classified_as,OTHER
Biospecimen Collection,targets,locally advanced unresectable triple-negative breast carcinoma
Biospecimen Collection,targets,metastatic triple-negative breast carcinoma
Biospecimen Collection,targets,anatomic stage iii breast cancer ajcc v8
Biospecimen Collection,targets,anatomic stage iv breast cancer ajcc v8
Biospecimen Collection,targets,TNBC
NCT06434064,tests,Computed Tomography
Computed Tomography,has_type,DRUG
Computed Tomography,classified_as,OTHER
Computed Tomography,targets,locally advanced unresectable triple-negative breast carcinoma
Computed Tomography,targets,metastatic triple-negative breast carcinoma
Computed Tomography,targets,anatomic stage iii breast cancer ajcc v8
Computed Tomography,targets,anatomic stage iv breast cancer ajcc v8
Computed Tomography,targets,TNBC
NCT06434064,tests,Echocardiography
Echocardiography,has_type,DRUG
Echocardiography,classified_as,OTHER
Echocardiography,targets,locally advanced unresectable triple-negative breast carcinoma
Echocardiography,targets,metastatic triple-negative breast carcinoma
Echocardiography,targets,anatomic stage iii breast cancer ajcc v8
Echocardiography,targets,anatomic stage iv breast cancer ajcc v8
Echocardiography,targets,TNBC
NCT06434064,tests,Magnetic Resonance Imaging
Magnetic Resonance Imaging,has_type,DRUG
Magnetic Resonance Imaging,classified_as,OTHER
Magnetic Resonance Imaging,targets,locally advanced unresectable triple-negative breast carcinoma
Magnetic Resonance Imaging,targets,metastatic triple-negative breast carcinoma
Magnetic Resonance Imaging,targets,anatomic stage iii breast cancer ajcc v8
Magnetic Resonance Imaging,targets,anatomic stage iv breast cancer ajcc v8
Magnetic Resonance Imaging,targets,TNBC
NCT06434064,tests,Pegylated Liposomal Doxorubicin Hydrochloride
Pegylated Liposomal Doxorubicin Hydrochloride,has_type,DRUG
Pegylated Liposomal Doxorubicin Hydrochloride,classified_as,CHEMICAL
Pegylated Liposomal Doxorubicin Hydrochloride,targets,locally advanced unresectable triple-negative breast carcinoma
Pegylated Liposomal Doxorubicin Hydrochloride,targets,metastatic triple-negative breast carcinoma
Pegylated Liposomal Doxorubicin Hydrochloride,targets,anatomic stage iii breast cancer ajcc v8
Pegylated Liposomal Doxorubicin Hydrochloride,targets,anatomic stage iv breast cancer ajcc v8
Pegylated Liposomal Doxorubicin Hydrochloride,targets,TNBC
NCT06434064,tests,Tamoxifen
Tamoxifen,has_type,DRUG
Tamoxifen,classified_as,CHEMICAL
Tamoxifen,targets,locally advanced unresectable triple-negative breast carcinoma
Tamoxifen,targets,metastatic triple-negative breast carcinoma
Tamoxifen,targets,anatomic stage iii breast cancer ajcc v8
Tamoxifen,targets,anatomic stage iv breast cancer ajcc v8
Tamoxifen,targets,TNBC
NCT05862064,sponsored_by,Fudan University
NCT05862064,has_status,RECRUITING
NCT05862064,tests,"epirubicin,cyclophosphamide,paclitaxel,Carrelizumab"
"epirubicin,cyclophosphamide,paclitaxel,Carrelizumab",has_type,DRUG
"epirubicin,cyclophosphamide,paclitaxel,Carrelizumab",classified_as,BIOLOGIC
"epirubicin,cyclophosphamide,paclitaxel,Carrelizumab",targets,tnbc - triple-negative breast cancer
"epirubicin,cyclophosphamide,paclitaxel,Carrelizumab",targets,TNBC
NCT05862064,tests,"epirubicin,cyclophosphamide,paclitaxel"
"epirubicin,cyclophosphamide,paclitaxel",has_type,DRUG
"epirubicin,cyclophosphamide,paclitaxel",classified_as,CHEMICAL
"epirubicin,cyclophosphamide,paclitaxel",targets,tnbc - triple-negative breast cancer
"epirubicin,cyclophosphamide,paclitaxel",targets,TNBC
NCT05973864,sponsored_by,UNICANCER
NCT05973864,has_status,RECRUITING
NCT05973864,tests,Pembrolizumab injection
Pembrolizumab injection,has_type,DRUG
Pembrolizumab injection,classified_as,BIOLOGIC
Pembrolizumab injection,targets,triple negative breast neoplasms
Pembrolizumab injection,targets,TNBC
NCT05973864,tests,Capecitabine tablets
Capecitabine tablets,has_type,DRUG
Capecitabine tablets,classified_as,CHEMICAL
Capecitabine tablets,targets,triple negative breast neoplasms
Capecitabine tablets,targets,TNBC
NCT05973864,tests,Local radiotherapy
Local radiotherapy,has_type,DRUG
Local radiotherapy,classified_as,OTHER
Local radiotherapy,targets,triple negative breast neoplasms
Local radiotherapy,targets,TNBC
NCT06976021,sponsored_by,Maria Sklodowska-Curie National Research Institute of Oncology
NCT06976021,has_status,NOT_YET_RECRUITING
NCT06976021,tests,Baseline 89-Zr Pembrolizumab Immuno PET-CT
Baseline 89-Zr Pembrolizumab Immuno PET-CT,has_type,DRUG
Baseline 89-Zr Pembrolizumab Immuno PET-CT,classified_as,BIOLOGIC
Baseline 89-Zr Pembrolizumab Immuno PET-CT,targets,clear cell renal cell carcinoma
Baseline 89-Zr Pembrolizumab Immuno PET-CT,targets,uterine corpus cancer
Baseline 89-Zr Pembrolizumab Immuno PET-CT,targets,triple negative breast cancer
Baseline 89-Zr Pembrolizumab Immuno PET-CT,targets,malignant melanoma
Baseline 89-Zr Pembrolizumab Immuno PET-CT,targets,uterine cervical cancer
Baseline 89-Zr Pembrolizumab Immuno PET-CT,targets,TNBC
NCT06976021,tests,Proteomic assay
Proteomic assay,has_type,DRUG
Proteomic assay,classified_as,OTHER
Proteomic assay,targets,clear cell renal cell carcinoma
Proteomic assay,targets,uterine corpus cancer
Proteomic assay,targets,triple negative breast cancer
Proteomic assay,targets,malignant melanoma
Proteomic assay,targets,uterine cervical cancer
Proteomic assay,targets,TNBC
NCT06976021,tests,Follow-up 89-Zr Pembrolizumab Immuno PET-CT
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,has_type,DRUG
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,classified_as,BIOLOGIC
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,targets,clear cell renal cell carcinoma
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,targets,uterine corpus cancer
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,targets,triple negative breast cancer
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,targets,malignant melanoma
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,targets,uterine cervical cancer
Follow-up 89-Zr Pembrolizumab Immuno PET-CT,targets,TNBC
NCT06238921,sponsored_by,H. Lee Moffitt Cancer Center and Research Institute
NCT06238921,has_status,RECRUITING
NCT06238921,tests,Stereotactic Radiation
Stereotactic Radiation,has_type,DRUG
Stereotactic Radiation,classified_as,OTHER
Stereotactic Radiation,targets,breast cancer
Stereotactic Radiation,targets,triple negative breast cancer
Stereotactic Radiation,targets,TNBC
NCT06238921,tests,Zimberelimab
Zimberelimab,has_type,DRUG
Zimberelimab,classified_as,BIOLOGIC
Zimberelimab,targets,breast cancer
Zimberelimab,targets,triple negative breast cancer
Zimberelimab,targets,TNBC
NCT06238921,tests,Sacituzumab govitecan
Sacituzumab govitecan,has_type,DRUG
Sacituzumab govitecan,classified_as,BIOLOGIC
Sacituzumab govitecan,targets,breast cancer
Sacituzumab govitecan,targets,triple negative breast cancer
Sacituzumab govitecan,targets,TNBC
NCT06279364,sponsored_by,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd."
NCT06279364,has_status,RECRUITING
NCT06279364,tests,SKB264
SKB264,has_type,DRUG
SKB264,classified_as,OTHER
SKB264,targets,triple negative breast cancer
SKB264,targets,TNBC
NCT06279364,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,triple negative breast cancer
Paclitaxel,targets,TNBC
NCT06279364,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
Nab-paclitaxel,classified_as,CHEMICAL
Nab-paclitaxel,targets,triple negative breast cancer
Nab-paclitaxel,targets,TNBC
NCT06279364,tests,Capecitabine
Capecitabine,has_type,DRUG
Capecitabine,classified_as,CHEMICAL
Capecitabine,targets,triple negative breast cancer
Capecitabine,targets,TNBC
NCT06279364,tests,Eribulin
Eribulin,has_type,DRUG
Eribulin,classified_as,CHEMICAL
Eribulin,targets,triple negative breast cancer
Eribulin,targets,TNBC
NCT06279364,tests,Carboplatin
Carboplatin,has_type,DRUG
Carboplatin,classified_as,CHEMICAL
Carboplatin,targets,triple negative breast cancer
Carboplatin,targets,TNBC
NCT03799679,sponsored_by,Fudan University
NCT03799679,has_status,UNKNOWN
NCT03799679,tests,Chemotherapeutic Agent
Chemotherapeutic Agent,has_type,DRUG
Chemotherapeutic Agent,classified_as,OTHER
Chemotherapeutic Agent,targets,triple negative breast cancer
Chemotherapeutic Agent,targets,TNBC
NCT04134884,sponsored_by,Kathy Miller
NCT04134884,has_status,COMPLETED
NCT04134884,tests,Talazoparib
Talazoparib,has_type,DRUG
Talazoparib,classified_as,CHEMICAL
Talazoparib,targets,hormone receptor positive tumor
Talazoparib,targets,metastatic breast cancer
Talazoparib,targets,triple negative breast cancer
Talazoparib,targets,TNBC
NCT04134884,tests,ASTX727
ASTX727,has_type,DRUG
ASTX727,classified_as,OTHER
ASTX727,targets,hormone receptor positive tumor
ASTX727,targets,metastatic breast cancer
ASTX727,targets,triple negative breast cancer
ASTX727,targets,TNBC
NCT06337084,sponsored_by,Monopar Therapeutics
NCT06337084,has_status,RECRUITING
NCT06337084,tests,MNPR-101-DFO*-89Zr
MNPR-101-DFO*-89Zr,has_type,DRUG
MNPR-101-DFO*-89Zr,classified_as,OTHER
MNPR-101-DFO*-89Zr,targets,gastric cancer
MNPR-101-DFO*-89Zr,targets,"solid tumor, adult"
MNPR-101-DFO*-89Zr,targets,pancreatic cancer
MNPR-101-DFO*-89Zr,targets,urothelial carcinoma
MNPR-101-DFO*-89Zr,targets,lung cancer
MNPR-101-DFO*-89Zr,targets,ovarian cancer
MNPR-101-DFO*-89Zr,targets,bladder cancer
MNPR-101-DFO*-89Zr,targets,triple-negative breast cancer
MNPR-101-DFO*-89Zr,targets,colorectal cancer
MNPR-101-DFO*-89Zr,targets,TNBC
NCT06337084,tests,PET/CT Diagnostic Imaging
PET/CT Diagnostic Imaging,has_type,DRUG
PET/CT Diagnostic Imaging,classified_as,OTHER
PET/CT Diagnostic Imaging,targets,gastric cancer
PET/CT Diagnostic Imaging,targets,"solid tumor, adult"
PET/CT Diagnostic Imaging,targets,pancreatic cancer
PET/CT Diagnostic Imaging,targets,urothelial carcinoma
PET/CT Diagnostic Imaging,targets,lung cancer
PET/CT Diagnostic Imaging,targets,ovarian cancer
PET/CT Diagnostic Imaging,targets,bladder cancer
PET/CT Diagnostic Imaging,targets,triple-negative breast cancer
PET/CT Diagnostic Imaging,targets,colorectal cancer
PET/CT Diagnostic Imaging,targets,TNBC
NCT06112379,sponsored_by,AstraZeneca
NCT06112379,has_status,RECRUITING
NCT06112379,tests,Dato-DXd
Dato-DXd,has_type,DRUG
Dato-DXd,classified_as,OTHER
Dato-DXd,targets,breast cancer
NCT06112379,tests,Durvalumab
Durvalumab,has_type,DRUG
Durvalumab,classified_as,BIOLOGIC
Durvalumab,targets,breast cancer
NCT06112379,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,breast cancer
NCT06112379,tests,Doxorubicin
Doxorubicin,has_type,DRUG
Doxorubicin,classified_as,CHEMICAL
Doxorubicin,targets,breast cancer
NCT06112379,tests,Epirubicin
Epirubicin,has_type,DRUG
Epirubicin,classified_as,OTHER
Epirubicin,targets,breast cancer
NCT06112379,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,breast cancer
NCT06112379,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,breast cancer
NCT06112379,tests,Carboplatin
Carboplatin,has_type,DRUG
Carboplatin,classified_as,CHEMICAL
Carboplatin,targets,breast cancer
NCT06112379,tests,Capecitabine
Capecitabine,has_type,DRUG
Capecitabine,classified_as,CHEMICAL
Capecitabine,targets,breast cancer
NCT06112379,tests,Olaparib
Olaparib,has_type,DRUG
Olaparib,classified_as,BIOLOGIC
Olaparib,targets,breast cancer
NCT05445908,sponsored_by,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd."
NCT05445908,has_status,UNKNOWN
